index,Brand,Model,Type,Gender,Size,Color,Material,Price (USD),Number of Items Sold,Selling Price,City
757,Reebok,Legacy Lifter,Weightlifting,Men,US 9,White/Black,Synthetic,$200.00 ,4,$289.99,Genoa
758,Converse,All Star Pro BB,Basketball,Women,US 7,Green,Leather,$100.00 ,20,$189.99,Palermo
759,Puma,Cell Venom,Lifestyle,Men,US 10,Grey,Leather,$90.00 ,53,$179.99,Palermo
760,Vans,Slip-On,Casual,Women,US 6.5,Checkerboard,Canvas,$50.00 ,65,$169.99,Bologna
761,New Balance,574,Casual,Men,US 12,Burgundy,Suede/Mesh,$80.00 ,39,$249.99,Palermo
762,Asics,Gel-Quantum 360 6,Running,Women,US 8.5,Pink,Mesh,$150.00 ,47,$249.99,Bologna
763,Nike,Air Max 95,Running,Men,US 9,Grey,Leather/Synthetic,$170.00 ,43,$299.99,Bologna
764,Adidas,NMD_R1,Lifestyle,Women,US 7.5,Pink,Primeknit,$140.00 ,44,$279.99,Bari
765,Reebok,Nano X1,Training,Men,US 11,Black,Mesh,$130.00 ,12,$229.99,Naples
766,Converse,Jack Purcell,Casual,Men,US 8,White,Canvas,$65.00 ,100,$229.99,Naples
767,Puma,Calibrate Rest,Running,Women,US 8.5,Black,Mesh,$100.00 ,11,$109.99,Milan
768,Vans,SK8-Hi,Skate,Men,US 9.5,Red,Suede/Canvas,$70.00 ,8,$219.99,Naples
769,New Balance,327,Lifestyle,Women,US 6.5,Grey,Suede/Mesh,$100.00 ,33,$159.99,Turin
770,Asics,Gel-Quantum 360 6,Running,Men,US 10.5,Black,Mesh,$180.00 ,4,$259.99,Palermo
771,Fila,Original Fitness,Casual,Women,US 9,White,Leather,$70.00 ,20,$249.99,Bari
772,Skechers,Max Cushioning,Running,Men,US 10,Blue,Mesh,$90.00 ,60,$209.99,Naples
773,Nike,React Infinity Run Flyknit,Running,Women,US 8,Blue,Flyknit,$160.00 ,85,$249.99,Bari
774,Adidas,Yeezy Boost 350 V2,Lifestyle,Men,US 9,Cream White,Primeknit,$220.00 ,96,$279.99,Rome
775,Reebok,Classic Nylon,Casual,Women,US 7.5,Pink,Nylon,$65.00 ,81,$259.99,Naples
776,Converse,Chuck 70,Casual,Men,US 9,Black,Canvas,$85.00 ,53,$189.99,Genoa
777,Puma,Clyde All-Pro,Basketball,Women,US 7.5,White,Leather,$130.00 ,40,$219.99,Palermo
778,Vans,Era,Skate,Men,US 10,Black/White,Canvas,$55.00 ,32,$149.99,Bari
779,New Balance,574,Lifestyle,Women,US 8,Grey,Suede/Textile,$80.00 ,51,$99.99,Florence
780,Asics,Gel-Excite 8,Running,Men,US 9.5,Blue,Mesh,$70.00 ,44,$129.99,Palermo
781,Fila,F-13,Fashion,Men,US 11,Black,Leather,$65.00 ,24,$129.99,Palermo
782,Skechers,Go Walk 5,Walking,Women,US 6.5,Black,Mesh,$60.00 ,38,$79.99,Milan
783,Nike,Air Force 1,Casual,Men,US 8.5,White,Leather,$90.00 ,14,$129.99,Naples
784,Nike,Air Force 1,Casual,Men,US 9,White,Leather,$90.00 ,29,$239.99,Naples
785,Adidas,NMD_R1,Casual,Women,US 7,Black,Primeknit,$130.00 ,40,$239.99,Catania
786,Reebok,Zig Kinetica II,Running,Men,US 10,White,Mesh,$120.00 ,6,$289.99,Bologna
787,Converse,Jack Purcell,Casual,Women,US 8.5,Navy,Canvas,$75.00 ,91,$89.99,Florence
788,Puma,Calibrate Runner,Running,Men,US 9.5,Black,Mesh,$90.00 ,14,$289.99,Turin
789,Vans,Sk8-Hi,Skate,Men,US 8.5,Black/White,Suede/Canvas,$70.00 ,12,$229.99,Genoa
790,New Balance,FuelCell Rebel v2,Running,Women,US 8.5,Black/Pink,Mesh,$130.00 ,9,$279.99,Naples
791,Asics,Gel-Quantum 90,Running,Men,US 11,Grey,Mesh,$80.00 ,48,$259.99,Rome
792,Fila,Mindblower,Fashion,Women,US 7,White,Synthetic,$75.00 ,23,$209.99,Milan
793,Skechers,GOwalk 5,Walking,Men,US 9,Black,Mesh,$65.00 ,2,$129.99,Catania
794,Nike,Zoom Pegasus 38,Running,Women,US 8.5,Blue,Mesh,$120.00 ,57,$159.99,Milan
795,Adidas,Yeezy Boost 350 V2,Casual,Men,US 11,Cream White,Primeknit,$220.00 ,63,$229.99,Turin
796,Reebok,Classic Nylon,Casual,Women,US 7.5,Pink,Nylon,$65.00 ,99,$239.99,Florence
797,Converse,Chuck 70,Casual,Men,US 9,Red,Canvas,$85.00 ,97,$169.99,Rome
798,Puma,Suede Classic,Fashion,Women,US 6,Black,Suede,$65.00 ,98,$109.99,Milan
799,Vans,Era,Skate,Men,US 8,Grey,Canvas,$50.00 ,38,$79.99,Turin
800,New Balance,Fresh Foam Beacon v3,Running,Women,US 9,Grey,Mesh,$120.00 ,63,$129.99,Rome
801,Asics,Gel-Kayano 27,Running,Men,US 10,Black,Mesh,$160.00 ,31,$269.99,Rome
802,Fila,Disruptor III,Fashion,Women,US 8.5,White,Synthetic,$75.00 ,87,$259.99,Genoa
803,Skechers,Max Cushioning,Running,Men,US 9.5,Blue,Mesh,$90.00 ,19,$199.99,Rome
804,Nike,Air Max 90,Casual,Women,US 7.5,Green,Leather,$120.00 ,64,$239.99,Turin
805,Nike,Air Max 97,Running,Men,US 11,Silver,Synthetic/Leather,$170.00 ,8,$219.99,Bari
806,Adidas,Superstar,Casual,Women,US 8.5,White/Black,Leather,$80.00 ,3,$109.99,Florence
807,Reebok,Zig Kinetica II,Running,Men,US 9,Grey,Mesh,$120.00 ,78,$169.99,Bologna
808,Converse,Chuck 70,Casual,Men,US 12,Beige,Canvas,$85.00 ,31,$199.99,Bari
809,Puma,Calibrate Runner,Running,Women,US 7.5,Black/White,Mesh,$90.00 ,94,$259.99,Rome
810,Vans,Sk8-Hi,Skate,Men,US 9,Black/White,Suede/Canvas,$70.00 ,90,$169.99,Bologna
811,New Balance,574,Casual,Women,US 7.5,Grey,Suede,$80.00 ,49,$239.99,Genoa
812,Asics,Gel-Kayano 27,Running,Men,US 12,Black,Mesh,$160.00 ,88,$229.99,Bologna
813,Fila,Mindblower,Fashion,Women,US 9.5,Grey/Pink,Synthetic,$75.00 ,45,$169.99,Florence
814,Skechers,Summits - New World,Walking,Men,US 10,Black,Mesh,$59.00 ,18,$129.99,Bologna
815,Nike,Air Force 1,Casual,Women,US 8,White,Leather,$90.00 ,69,$289.99,Bari
816,Adidas,Adizero Adios 5,Running,Men,US 10.5,Blue,Mesh,$140.00 ,78,$159.99,Florence
817,Reebok,Nano 9,Training,Women,US 7,Black/White,Synthetic,$130.00 ,9,$269.99,Milan
818,Converse,Jack Purcell,Casual,Men,US 8.5,Navy,Canvas,$65.00 ,95,$139.99,Rome
819,Puma,Clyde All-Pro,Basketball,Women,US 7.5,White,Leather,$130.00 ,65,$229.99,Rome
820,Vans,Slip-On,Casual,Men,US 10,Black/White,Canvas,$50.00 ,82,$139.99,Naples
821,New Balance,FuelCell Propel V3,Running,Women,US 8.5,Pink/White,Mesh,$100.00 ,66,$109.99,Naples
822,Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,$120.00 ,80,$249.99,Turin
823,Fila,Ray Tracer Evo,Fashion,Women,US 8,White,Synthetic,$65.00 ,32,$99.99,Bari
824,Skechers,GOrun Razor Excess,Running,Men,US 9,Black/Yellow,Mesh,$125.00 ,39,$169.99,Palermo
825,Nike,Zoom Pegasus 38,Running,Women,US 7.5,Pink,Mesh,$120.00 ,80,$269.99,Rome
826,Nike,Blazer Mid '77,Casual,Men,US 10,White/Black,Leather,$100.00 ,40,$179.99,Bologna
827,Adidas,NMD_R1,Running,Women,US 7.5,Grey/Pink,Primeknit,$140.00 ,13,$239.99,Catania
828,Reebok,Nano 9,Crossfit,Men,US 11.5,Black,Mesh,$130.00 ,32,$289.99,Bologna
829,Converse,Jack Purcell,Casual,Women,US 8.5,White,Canvas,$65.00 ,36,$239.99,Florence
830,Puma,Calibrate Runner,Running,Men,US 9.5,Black/Yellow,Mesh,$120.00 ,52,$169.99,Genoa
831,Vans,SK8-Hi,Skate,Men,US 9,Black/White,Suede/Canvas,$65.00 ,19,$279.99,Turin
832,New Balance,327,Casual,Women,US 7.5,Purple,Suede/Leather,$100.00 ,100,$189.99,Naples
833,Asics,Gel-Cumulus 23,Running,Men,US 10,Blue/Black,Mesh,$120.00 ,51,$159.99,Rome
834,Fila,F-13,Casual,Women,US 9,White,Leather,$80.00 ,40,$109.99,Rome
835,Skechers,Go Walk 6,Walking,Men,US 10.5,Black/Grey,Mesh,$60.00 ,31,$69.99,Palermo
836,Nike,Air Force 1,Casual,Women,US 8,White,Leather,$90.00 ,56,$219.99,Palermo
837,Adidas,Superstar,Casual,Men,US 10,Black/White,Leather,$85.00 ,19,$249.99,Bologna
838,Reebok,Classic Nylon,Casual,Women,US 7,Pink,Nylon,$60.00 ,98,$89.99,Bari
839,Converse,Chuck 70,Casual,Men,US 11,Grey,Canvas,$85.00 ,99,$109.99,Florence
840,Puma,Clyde All-Pro,Basketball,Women,US 7.5,White,Leather,$130.00 ,31,$289.99,Bari
841,Vans,Slip-On,Casual,Men,US 8.5,Black/White,Canvas,$50.00 ,80,$89.99,Bologna
842,New Balance,574,Casual,Women,US 8.5,Navy,Suede/Leather,$80.00 ,66,$189.99,Naples
843,Asics,GT-2000 9,Running,Men,US 9.5,Black,Mesh,$120.00 ,92,$139.99,Florence
844,Fila,Grant Hill 2,Basketball,Women,US 8,White/Navy,Leather,$95.00 ,72,$129.99,Palermo
845,Skechers,Elite Flex,Walking,Men,US 9.5,Grey,Knit,$70.00 ,18,$139.99,Bari
846,Nike,Air Force 1,Casual,Men,US 9,White,Leather,$90.00 ,58,$189.99,Milan
847,Adidas,NMD_R1,Lifestyle,Women,US 7,Grey,Primeknit,$140.00 ,45,$159.99,Naples
848,Reebok,Nano X1,Training,Men,US 11.5,Black,Mesh,$130.00 ,53,$279.99,Palermo
849,Converse,Chuck 70,Casual,Women,US 8.5,Cream,Canvas,$85.00 ,5,$229.99,Milan
850,Puma,Suede Classic,Casual,Men,US 10.5,Black/White,Suede,$65.00 ,66,$249.99,Naples
851,Vans,Sk8-Hi,Skate,Men,US 8,Black/White,Canvas,$70.00 ,49,$149.99,Bologna
852,New Balance,327,Lifestyle,Women,US 8,White/Grey,Suede/Mesh,$90.00 ,87,$259.99,Milan
853,Asics,Gel-Quantum 90,Running,Men,US 10,Grey,Mesh,$80.00 ,88,$179.99,Palermo
854,Fila,Mindblower,Fashion,Women,US 7,Pink,Leather/Synthetic,$75.00 ,26,$269.99,Turin
855,Skechers,Max Cushioning,Walking,Men,US 9.5,Black,Mesh,$80.00 ,97,$179.99,Palermo
856,Nike,React Infinity Run Flyknit 2,Running,Women,US 6.5,Pink,Flyknit,$160.00 ,27,$269.99,Florence
857,Adidas,Ultraboost DNA,Running,Men,US 9.5,White,Primeknit,$180.00 ,52,$249.99,Rome
858,Reebok,Zig Kinetica II,Running,Women,US 8,Blue,Mesh,$120.00 ,34,$279.99,Florence
859,Converse,Jack Purcell,Casual,Men,US 9,White,Canvas,$65.00 ,34,$239.99,Bari
860,Puma,Calibrate Runner,Running,Women,US 7,Grey,Mesh,$90.00 ,94,$109.99,Catania
861,Vans,Era,Skate,Men,US 10,Black,Canvas,$50.00 ,49,$149.99,Genoa
862,New Balance,Fresh Foam Hierro v6,Trail Running,Men,US 11.5,Green,Synthetic/Mesh,$135.00 ,34,$279.99,Turin
863,Asics,Gel-Kayano 27,Running,Women,US 8.5,Blue,Mesh,$160.00 ,84,$269.99,Naples
864,Fila,Ray Tracer Evo,Fashion,Men,US 11,Black/White,Synthetic,$75.00 ,1,$219.99,Milan
865,Skechers,Go Run Mojo,Running,Women,US 7.5,Black,Mesh,$60.00 ,56,$219.99,Bari
866,Nike,Air Force 1,Casual,Men,US 11,White,Leather,$90.00 ,79,$199.99,Palermo
867,Adidas,NMD_R1,Running,Women,US 7,Pink,Primeknit,$130.00 ,68,$289.99,Milan
868,Reebok,Nano 9,Training,Men,US 10.5,Black,Mesh,$130.00 ,35,$169.99,Naples
869,Converse,Jack Purcell,Casual,Women,US 8.5,White,Canvas,$65.00 ,17,$289.99,Florence
870,Puma,Clyde All-Pro,Basketball,Men,US 9,Black,Leather,$130.00 ,21,$159.99,Rome
871,Vans,Sk8-Hi,Skate,Women,US 7.5,Black/White,Suede/Canvas,$70.00 ,4,$259.99,Genoa
872,New Balance,327,Casual,Men,US 9,Navy,Suede/Mesh,$100.00 ,10,$259.99,Rome
873,Asics,Gel-Kinsei OG,Running,Women,US 7,White,Mesh,$180.00 ,12,$209.99,Milan
874,Fila,Venom,Fashion,Men,US 11,Grey,Synthetic,$75.00 ,47,$299.99,Bari
875,Skechers,GOrun 7+,Running,Women,US 8,Black/Pink,Mesh,$95.00 ,60,$229.99,Naples
876,Nike,Blazer Mid '77,Casual,Men,US 12,White,Leather,$100.00 ,11,$159.99,Bari
877,Adidas,Ultraboost DNA,Running,Women,US 6,Blue,Primeknit,$180.00 ,27,$279.99,Bologna
878,Reebok,Classic Nylon,Casual,Men,US 9.5,Black,Nylon,$65.00 ,46,$109.99,Palermo
879,Converse,Chuck 70,Casual,Women,US 9,Cream,Canvas,$85.00 ,53,$119.99,Palermo
880,Puma,Calibrate Runner,Running,Men,US 10,Black/Yellow,Mesh,$120.00 ,64,$259.99,Bari
881,Vans,Era,Skate,Women,US 6.5,Red,Canvas,$50.00 ,49,$299.99,Genoa
882,New Balance,FuelCell Rebel V2,Running,Men,US 11,Black/Yellow,Mesh,$110.00 ,61,$169.99,Milan
883,Asics,Gel-Venture 8,Trail Running,Women,US 8,Grey,Mesh,$70.00 ,70,$159.99,Bari
884,Fila,Original Fitness,Casual,Men,US 10,White,Leather,$70.00 ,95,$239.99,Turin
885,Skechers,Max Cushioning Premier,Walking,Women,US 7,Grey,Mesh,$80.00 ,33,$109.99,Bologna
886,Nike,React Infinity Run Flyknit,Running,Men,US 10.5,Blue,Flyknit,$160.00 ,75,$209.99,Rome
887,Nike,React Infinity Run Flyknit,Running,Women,US 7,Black,Flyknit,$160.00 ,42,$279.99,Genoa
888,Adidas,Superstar,Casual,Men,US 10.5,White/Gold,Leather/Synthetic,$85.00 ,79,$129.99,Naples
889,Reebok,Nano X1,Training,Women,US 8.5,Pink,Flexweave/Synthetic,$130.00 ,61,$219.99,Bari
890,Converse,Chuck 70,Casual,Men,US 11.5,Yellow,Canvas,$85.00 ,87,$219.99,Rome
891,Puma,Calibrate Runner,Running,Women,US 9,Grey,Mesh,$80.00 ,81,$129.99,Florence
892,Vans,Sk8-Hi,Skate,Men,US 9,Black/White,Canvas/Suede,$65.00 ,29,$79.99,Florence
893,New Balance,327,Lifestyle,Women,US 7,Blue,Suede/Mesh,$90.00 ,80,$179.99,Milan
894,Asics,Gel-Quantum 90,Running,Men,US 9,Black/White,Mesh/Synthetic,$80.00 ,19,$189.99,Bologna
895,Fila,Mindblower,Fashion,Women,US 8,Pink,Leather/Synthetic,$70.00 ,64,$199.99,Catania
896,Skechers,Go Run Mojo,Running,Men,US 8,Black,Mesh,$60.00 ,71,$129.99,Rome
897,Nike,Air Force 1,Casual,Women,US 8.5,White,Leather,$90.00 ,7,$219.99,Genoa
898,Adidas,NMD_R1,Casual,Men,US 9.5,Black/White,Mesh,$130.00 ,67,$259.99,Turin
899,Reebok,Floatride Energy 3,Running,Women,US 6.5,Black,Mesh,$100.00 ,22,$189.99,Florence
900,Converse,All Star Pro BB,Basketball,Men,US 12,Red,Leather/Synthetic,$120.00 ,38,$209.99,Turin
901,Puma,RS-2K,Lifestyle,Women,US 7.5,White,Leather/Synthetic,$110.00 ,44,$219.99,Palermo
902,Vans,Era,Skate,Men,US 8,Navy,Canvas,$50.00 ,73,$289.99,Milan
903,New Balance,FuelCell Rebel v2,Running,Women,US 8.5,Pink,Mesh/Synthetic,$130.00 ,3,$289.99,Rome
904,Asics,Gel-Kayano 27,Running,Men,US 10,Black,Mesh/Synthetic,$160.00 ,25,$179.99,Palermo
905,Fila,Trigate,Fashion,Women,US 9,Black,Leather/Synthetic,$65.00 ,44,$89.99,Catania
906,Skechers,Go Walk 6,Walking,Men,US 9.5,Black,Mesh,$60.00 ,50,$189.99,Palermo
907,Nike,Air Force 1 '07,Casual,Men,US 11,White,Leather,$90.00 ,65,$249.99,Milan
908,Adidas,NMD_R1,Lifestyle,Women,US 8,Pink/White,Primeknit,$130.00 ,82,$239.99,Florence
909,Reebok,Nano X,Crossfit,Men,US 10.5,Black,Synthetic,$130.00 ,76,$179.99,Palermo
910,Converse,Chuck 70 High Top,Casual,Men,US 9.5,Black/White,Canvas,$85.00 ,95,$259.99,Naples
911,Puma,Calibrate Runner,Running,Women,US 9,Blue/White,Mesh,$90.00 ,78,$229.99,Turin
912,Vans,Sk8-Hi,Skate,Men,US 10,Black/White,Suede/Canvas,$70.00 ,38,$149.99,Genoa
913,New Balance,327,Lifestyle,Women,US 7.5,Green,Suede/Nylon,$90.00 ,94,$179.99,Bari
914,Asics,Gel-Kayano 27,Running,Men,US 9.5,Grey,Mesh,$160.00 ,62,$199.99,Catania
915,Fila,Mindblower,Fashion,Women,US 7.5,White/Blue,Leather/Synthetic,$75.00 ,62,$129.99,Bologna
916,Skechers,Elite Flex Wasick,Training,Men,US 8,Navy,Mesh,$65.00 ,84,$139.99,Florence
917,Nike,Air Zoom Pegasus 38,Running,Women,US 6.5,Grey/Pink,Mesh,$120.00 ,40,$239.99,Palermo
918,Adidas,Ultraboost DNA,Running,Men,US 11.5,Black/White,Primeknit,$180.00 ,85,$199.99,Bologna
919,Reebok,Club C Revenge,Casual,Women,US 8.5,Pink/White,Leather,$80.00 ,54,$139.99,Bologna
920,Converse,Jack Purcell,Casual,Men,US 9,Navy,Canvas,$65.00 ,32,$239.99,Bologna
921,Puma,Clyde All-Pro,Basketball,Women,US 7,Black/White,Leather,$130.00 ,51,$159.99,Naples
922,Vans,Era,Skate,Men,US 9.5,Red,Canvas,$50.00 ,82,$249.99,Milan
923,New Balance,FuelCell Propel V3,Running,Women,US 8.5,Black,Mesh,$90.00 ,82,$269.99,Genoa
924,Asics,Gel-Nimbus Lite 2,Running,Men,US 10,Black,Mesh,$150.00 ,70,$299.99,Turin
925,Fila,V94M,Fashion,Women,US 8.5,White/Blue,Leather/Synthetic,$75.00 ,31,$209.99,Florence
926,Nike,Air Force 1 '07,Casual,Men,US 11,White,Leather,$90.00 ,66,$189.99,Palermo
927,Adidas,NMD_R1,Lifestyle,Women,US 8,Pink/White,Primeknit,$130.00 ,69,$219.99,Milan
928,Reebok,Nano X,Crossfit,Men,US 10.5,Black,Synthetic,$130.00 ,21,$249.99,Catania
929,Converse,Chuck 70 High Top,Casual,Men,US 9.5,Black/White,Canvas,$85.00 ,1,$279.99,Bologna
930,Puma,Calibrate Runner,Running,Women,US 9,Blue/White,Mesh,$90.00 ,48,$159.99,Florence
931,Vans,Sk8-Hi,Skate,Men,US 10,Black/White,Suede/Canvas,$70.00 ,27,$159.99,Palermo
932,New Balance,327,Lifestyle,Women,US 7.5,Green,Suede/Nylon,$90.00 ,86,$269.99,Naples
933,Asics,Gel-Kayano 27,Running,Men,US 9.5,Grey,Mesh,$160.00 ,37,$289.99,Catania
934,Fila,Mindblower,Fashion,Women,US 7.5,White/Blue,Leather/Synthetic,$75.00 ,41,$89.99,Florence
935,Skechers,Elite Flex Wasick,Training,Men,US 8,Navy,Mesh,$65.00 ,38,$249.99,Turin
936,Nike,Air Zoom Pegasus 38,Running,Women,US 6.5,Grey/Pink,Mesh,$120.00 ,84,$249.99,Palermo
937,Adidas,Ultraboost DNA,Running,Men,US 11.5,Black/White,Primeknit,$180.00 ,51,$229.99,Catania
938,Reebok,Club C Revenge,Casual,Women,US 8.5,Pink/White,Leather,$80.00 ,33,$129.99,Florence
939,Converse,Jack Purcell,Casual,Men,US 9,Navy,Canvas,$65.00 ,85,$129.99,Bari
940,Puma,Clyde All-Pro,Basketball,Women,US 7,Black/White,Leather,$130.00 ,76,$159.99,Naples
941,Vans,Era,Skate,Men,US 9.5,Red,Canvas,$50.00 ,28,$269.99,Rome
942,New Balance,FuelCell Propel V3,Running,Women,US 8.5,Black,Mesh,$90.00 ,9,$189.99,Turin
943,Asics,Gel-Nimbus Lite 2,Running,Men,US 10,Black,Mesh,$150.00 ,94,$249.99,Bologna
944,Fila,V94M,Fashion,Women,US 8.5,White/Blue,Leather/Synthetic,$75.00 ,26,$129.99,Florence
945,Nike,Air Force 1,Casual,Men,US 11,White,Leather,$90.00 ,71,$289.99,Naples
946,Adidas,NMD_R1,Lifestyle,Women,US 7.5,Pink,Primeknit,$130.00 ,53,$149.99,Palermo
947,Reebok,Nano X1,Crossfit,Men,US 9.5,Grey,Knit,$130.00 ,58,$269.99,Milan
948,Converse,Chuck 70,Casual,Women,US 9.5,Black,Canvas,$85.00 ,33,$249.99,Turin
949,Puma,Calibrate,Running,Men,US 10,Grey,Mesh,$120.00 ,89,$229.99,Bari
950,Vans,SK8-Hi,Skate,Men,US 8,Red/White,Suede/Canvas,$70.00 ,74,$119.99,Bari
951,New Balance,327,Lifestyle,Women,US 6.5,Purple,Suede/Mesh,$100.00 ,100,$259.99,Florence
952,Asics,Gel-Quantum 180,Running,Men,US 11.5,Black,Mesh,$120.00 ,47,$229.99,Naples
953,Fila,Trailblazer,Fashion,Women,US 8,Brown,Leather,$75.00 ,38,$249.99,Bari
954,Skechers,Max Cushioning,Running,Women,US 7.5,Navy,Mesh,$90.00 ,38,$229.99,Genoa
955,Nike,Air Zoom Pegasus 38,Running,Men,US 9.5,Blue,Mesh,$120.00 ,79,$269.99,Palermo
956,Adidas,Superstar,Casual,Women,US 8.5,White/Black,Leather,$85.00 ,6,$199.99,Palermo
957,Reebok,Classic Nylon,Casual,Men,US 10,Grey,Nylon,$65.00 ,72,$159.99,Genoa
958,Converse,Jack Purcell,Casual,Men,US 9.5,White,Canvas,$65.00 ,35,$109.99,Naples
959,Puma,RS-2K,Lifestyle,Women,US 7.5,Black,Mesh/Suede,$110.00 ,85,$259.99,Genoa
960,Vans,Slip-On,Skate,Men,US 9,Black/White,Canvas,$50.00 ,40,$199.99,Milan
961,New Balance,FuelCell Rebel v2,Running,Women,US 9,Green/Black,Mesh,$130.00 ,53,$239.99,Rome
962,Asics,Gel-Kayano Lite,Running,Men,US 9,Grey,Mesh,$160.00 ,29,$249.99,Catania
963,Fila,Mindblower,Fashion,Women,US 7.5,White,Leather,$75.00 ,41,$279.99,Milan
964,Skechers,D'Lites,Walking,Men,US 11,White,Leather,$65.00 ,81,$219.99,Catania
965,Nike,Air Max 97,Running,Women,US 8,Silver,Leather/Synthetic,$170.00 ,17,$279.99,Catania
966,Nike,Air Force 1,Lifestyle,Men,US 11,White,Leather,$90.00 ,95,$269.99,Florence
967,Adidas,Yeezy Boost 350,Lifestyle,Women,US 8.5,Clay Brown,Primeknit,$220.00 ,82,$259.99,Palermo
968,Reebok,Nano X,Training,Men,US 9.5,Black/Red,Synthetic/Mesh,$130.00 ,19,$279.99,Catania
969,Converse,Chuck 70,Casual,Women,US 7,Natural Ivory,Canvas,$85.00 ,20,$169.99,Florence
970,Puma,Cali Sport,Lifestyle,Men,US 10,Black/White,Leather/Synthetic,$80.00 ,93,$109.99,Turin
971,Vans,Sk8-Hi,Skate,Women,US 9,Red/White,Suede/Canvas,$70.00 ,75,$229.99,Florence
972,New Balance,FuelCell Rebel v2,Running,Men,US 8.5,Blue/Orange,Mesh,$130.00 ,64,$269.99,Rome
973,Asics,Gel-Cumulus 23,Running,Women,US 7.5,White/Black,Mesh,$120.00 ,47,$289.99,Florence
974,Fila,D-Formation,Fashion,Men,US 11,White/Navy,Leather/Synthetic,$65.00 ,54,$129.99,Bari
975,Skechers,Max Cushioning Premier,Running,Women,US 6.5,Black/White,Mesh,$90.00 ,70,$179.99,Milan
976,Nike,Air Zoom Pegasus 38,Running,Men,US 12,Black,Mesh,$120.00 ,64,$209.99,Florence
977,Adidas,Superstar,Casual,Women,US 7.5,Cloud White,Leather,$80.00 ,12,$249.99,Milan
978,Reebok,Classic Nylon,Casual,Men,US 10.5,Collegiate Navy,Nylon/Suede,$65.00 ,48,$229.99,Rome
979,Converse,Jack Purcell,Casual,Women,US 8,Black/White,Canvas,$65.00 ,4,$139.99,Genoa
980,Puma,Suede Classic,Lifestyle,Men,US 8.5,Black/White,Suede,$65.00 ,91,$269.99,Genoa
981,Vans,Era,Skate,Women,US 6,Black/White,Canvas,$50.00 ,50,$269.99,Bologna
982,New Balance,Fresh Foam Hierro v6,Trail,Men,US 10,Black/Red,Mesh/Synthetic,$135.00 ,91,$209.99,Rome
983,Asics,Gel-Excite 8,Running,Women,US 9,Black,Mesh,$75.00 ,49,$269.99,Rome
984,Fila,Mindblower,Fashion,Men,US 12,White/Navy/Red,Synthetic/Leather,$65.00 ,71,$99.99,Genoa
985,Nike,Air Force 1,Casual,Men,US 9,White,Leather,$90.00 ,33,$229.99,Naples
986,Adidas,NMD_R1,Lifestyle,Women,US 8,Black,Primeknit,$140.00 ,8,$269.99,Naples
987,Reebok,Nano X,Crossfit,Men,US 10.5,Black,Mesh,$130.00 ,59,$299.99,Rome
988,Converse,Jack Purcell,Casual,Men,US 8.5,White,Canvas,$70.00 ,19,$209.99,Bari
989,Puma,Calibrate Runner,Running,Women,US 7,Grey,Mesh,$80.00 ,16,$299.99,Turin
990,Vans,Sk8-Hi,Skate,Men,US 10.5,Black/White,Canvas/Suede,$70.00 ,40,$219.99,Catania
991,New Balance,FuelCell Rebel v2,Running,Women,US 9,White/Green,Mesh,$130.00 ,90,$289.99,Turin
992,Asics,Gel-Quantum 360 6,Running,Men,US 9.5,Blue,Mesh,$150.00 ,95,$179.99,Florence
993,Fila,Mindblower,Fashion,Women,US 8.5,Pink,Leather,$80.00 ,48,$219.99,Florence
994,Skechers,Go Walk 5,Walking,Men,US 11,Black,Mesh,$65.00 ,73,$199.99,Genoa
995,Nike,React Infinity Run Flyknit 2,Running,Women,US 8.5,Pink,Flyknit,$160.00 ,79,$219.99,Palermo
996,Adidas,Ultraboost DNA,Running,Men,US 8.5,White,Primeknit,$180.00 ,19,$279.99,Bari
997,Reebok,Aztrek 96,Casual,Women,US 7.5,Yellow,Leather/Synthetic,$90.00 ,17,$279.99,Genoa
998,Converse,Chuck 70,Casual,Men,US 7,Red,Canvas,$85.00 ,39,$279.99,Genoa
999,Puma,Mirage Sport,Lifestyle,Women,US 6,Pink,Leather,$90.00 ,35,$209.99,Florence
1000,Vans,Era,Skate,Men,US 9.5,Black/White,Canvas,$50.00 ,37,$89.99,Bari
1001,New Balance,Fresh Foam 880v11,Running,Women,US 10,Grey,Mesh,$130.00 ,74,$199.99,Genoa
1002,Asics,Gel-Kayano Lite,Running,Men,US 9.5,Black,Mesh,$160.00 ,22,$279.99,Turin
1003,Fila,Venom 94,Fashion,Women,US 7.5,White,Leather,$70.00 ,4,$99.99,Milan
1004,Skechers,Summits,Training,Men,US 8,Grey,Mesh,$55.00 ,51,$189.99,Bologna
1005,Nike,Air Max 97,Running,Women,US 7.5,Silver,Leather,$170.00 ,5,$199.99,Genoa
